git Timestamp,Raw
1729289504.8107314,0
1729289504.8132398,0
1729289504.8153787,0
1729289504.8175929,0
1729289504.8197238,0
1729289504.822165,0
1729289504.8243155,0
1729289504.8264592,0
1729289504.8286796,0
1729289504.8310454,0
1729289504.833194,0
1729289504.8357346,0
1729289504.839114,0
1729289504.841326,0
1729289504.8434548,0
1729289504.8457844,0
1729289504.8479812,0
1729289504.8502889,0
1729289504.8525748,0
1729289504.8553813,0
1729289504.8575652,0
1729289504.8615236,0
1729289504.8662314,0
1729289504.8686283,0
1729289504.8708577,0
1729289504.8730433,0
1729289504.8847206,0
1729289504.8869267,0
1729289504.8917239,0
1729289504.8942149,0
1729289504.898285,0
1729289504.9011297,0
1729289504.9033847,0
1729289504.9059079,0
1729289504.9080741,0
1729289504.910225,0
1729289505.0500255,0
1729289505.052218,0
1729289505.054385,0
1729289505.0566075,0
1729289505.058752,0
1729289505.0614297,0
1729289505.065555,0
1729289505.0682392,0
1729289505.0703955,0
1729289505.0729651,0
1729289505.0754035,0
1729289505.0776625,0
1729289505.079803,0
1729289505.0821092,0
1729289505.0842748,0
1729289505.0863996,0
1729289505.0889544,0
1729289505.0911713,0
1729289505.0934048,0
1729289505.0955884,0
1729289505.0977235,0
1729289505.0998645,0
1729289505.1020412,0
1729289505.1042647,0
1729289505.1064315,0
1729289505.108583,0
1729289505.110789,0
1729289505.112971,0
1729289505.1150987,0
1729289505.1172707,0
1729289505.1194744,0
1729289505.1216683,0
1729289505.123845,0
1729289505.1260357,0
1729289505.1282125,0
1729289505.130432,0
1729289505.132693,0
1729289505.135034,0
1729289505.1373916,0
1729289505.1396725,0
1729289505.1421406,0
1729289505.1444795,0
1729289505.1466599,0
1729289505.1488538,0
1729289505.1510625,0
1729289505.1534493,0
1729289505.1556394,0
1729289505.1652448,0
1729289505.1768258,0
1729289505.1795325,0
1729289505.1826057,0
1729289505.1847782,0
1729289505.186921,0
1729289505.1890674,0
1729289505.1912582,0
1729289505.1935215,0
1729289505.1957283,0
1729289505.1979067,0
1729289505.2014596,0
1729289505.2044625,0
1729289505.2229173,0
1729289505.2331207,0
1729289505.235616,0
1729289505.2378504,0
1729289505.246755,0
1729289505.257821,0
1729289505.2717125,0
1729289505.2783873,0
1729289505.281105,0
1729289505.2845383,0
1729289505.2878487,0
1729289505.290277,0
1729289505.302088,0
1729289505.3043153,0
1729289505.3120294,0
1729289505.315442,0
1729289505.3177075,0
1729289505.3204777,0
1729289505.3238974,0
1729289505.3364809,0
1729289505.3400383,0
1729289505.342192,0
1729289505.3444629,0
1729289505.3466508,0
1729289505.3489118,0
1729289505.3511214,0
1729289505.353326,0
1729289505.3554952,0
1729289505.3576665,0
1729289505.359833,0
1729289505.3620222,0
1729289505.3641932,0
1729289505.366383,0
1729289505.368777,0
1729289505.370937,0
1729289505.3730543,0
1729289505.3751802,0
1729289505.3773086,0
1729289505.379602,0
1729289505.3821678,0
1729289505.3844585,0
1729289505.3866313,0
1729289505.3942115,0
1729289505.397107,0
1729289505.402699,0
1729289505.4082217,0
1729289505.4106486,0
1729289505.4135222,0
1729289505.4165409,0
1729289505.419344,0
1729289505.4214716,0
1729289505.4269674,0
1729289505.4325893,0
1729289505.4354649,0
1729289505.4380586,0
1729289505.4413598,0
1729289505.452343,0
1729289505.4548109,0
1729289505.4570153,0
1729289505.4592156,0
1729289505.4614127,0
1729289505.4635916,0
1729289505.465788,0
1729289505.4681458,0
1729289505.4703126,0
1729289505.4724772,0
1729289505.4746337,0
1729289505.4767647,0
1729289505.4788866,0
1729289505.4809797,0
1729289505.4832013,0
1729289505.485438,0
1729289505.4876084,0
1729289505.489777,0
1729289505.491943,0
1729289505.4941561,0
1729289505.496356,0
1729289505.4985828,0
1729289505.500819,0
1729289505.5143816,0
1729289505.5204358,0
1729289505.5234113,0
1729289505.5261164,0
1729289505.528807,0
1729289505.5388422,0
1729289505.5468342,0
1729289505.5500228,0
1729289505.553028,0
1729289505.5555809,0
1729289505.558358,0
1729289505.5605047,0
1729289505.570427,0
1729289505.5729795,0
1729289505.5750947,0
1729289505.577181,0
1729289505.579276,0
1729289505.5818,0
1729289505.5838985,0
1729289505.5860217,0
1729289505.5883367,0
1729289505.5905714,0
1729289505.5927696,0
1729289505.5949056,0
1729289505.597079,0
1729289505.5992665,0
1729289505.6014946,0
1729289505.6036618,0
1729289505.605803,0
1729289505.6079545,0
1729289505.6101158,0
1729289505.6122253,0
1729289505.6147752,0
1729289505.6169567,0
1729289505.6195657,0
1729289505.6217875,0
1729289505.623898,0
1729289505.6264052,0
1729289505.6286385,0
1729289505.6307588,0
1729289505.6330667,0
1729289505.6356978,0
1729289505.6379669,0
1729289505.640534,0
1729289505.6427698,0
1729289505.644907,0
1729289505.6471229,0
1729289505.6494913,0
1729289505.651671,0
1729289505.6543484,0
1729289505.6570945,0
1729289505.659328,0
1729289505.6614583,0
1729289505.663604,0
1729289505.6658332,0
1729289505.6683722,0
1729289505.671268,0
1729289505.673607,0
1729289505.6764045,0
1729289505.6786,0
1729289505.6811438,0
1729289505.683302,0
1729289505.6854548,0
1729289505.6876268,0
1729289505.6901765,0
1729289505.6924152,0
1729289505.6945457,0
1729289505.6967022,0
1729289505.6992502,0
1729289505.701463,0
1729289505.7036345,0
1729289505.7058065,0
1729289505.7081478,0
1729289505.7103174,0
1729289505.712509,0
1729289505.7150664,0
1729289505.7173073,0
1729289505.7195103,0
1729289505.7217052,0
1729289505.724335,0
1729289505.7265332,0
1729289505.7287447,0
1729289505.7309363,0
1729289505.7331848,0
1729289505.7354026,0
1729289505.7375886,0
1729289505.7397642,0
1729289505.7419689,0
1729289505.7446563,0
1729289505.7470946,0
1729289505.7493572,0
1729289505.7515874,0
1729289505.7542348,0
1729289505.7564487,0
1729289505.7590175,0
1729289505.7615502,0
1729289505.7641842,0
1729289505.7663918,0
1729289505.768636,0
1729289505.7711933,0
1729289505.7734246,0
1729289505.7756536,0
1729289505.7783277,0
1729289505.7810903,0
1729289505.7833338,0
1729289505.785534,0
1729289505.7876837,0
1729289505.7898579,0
1729289505.7920902,0
1729289505.7946997,0
1729289505.8008964,0
1729289505.8030748,0
1729289505.8052506,0
1729289505.807547,0
1729289505.8097339,0
1729289505.8119133,0
1729289505.8152986,0
1729289505.8176737,0
1729289505.8198664,0
1729289505.822038,0
1729289505.8241966,0
1729289505.8264382,0
1729289505.8286076,0
1729289505.8315456,0
1729289505.8339036,0
1729289505.8360758,0
1729289505.8382494,0
1729289505.8404126,0
1729289505.8425827,0
1729289505.8447192,0
1729289505.8468764,0
1729289505.8495135,0
1729289505.8517532,0
1729289505.8543794,0
1729289505.8569813,0
1729289505.859386,58
1729289505.861497,57
1729289505.863663,56
1729289505.8662782,55
1729289505.8684793,54
1729289505.8710515,54
1729289505.8732693,53
1729289505.8754716,53
1729289505.8776348,52
1729289505.8798144,51
1729289505.8821757,51
1729289505.8843687,50
1729289505.8866327,50
1729289505.8888535,49
1729289505.8916757,49
1729289505.8940105,48
1729289505.8962507,48
1729289505.898585,44
1729289505.9008143,44
1729289505.9030488,44
1729289505.9052618,44
1729289505.9075189,44
1729289505.9113183,44
1729289505.9145825,43
1729289505.917023,42
1729289505.9192028,42
1729289505.9214623,42
1729289505.9246662,41
1729289505.9268582,41
1729289505.9291055,41
1729289505.9316242,41
1729289505.9338827,40
1729289505.9360626,40
1729289505.9382315,40
1729289505.9409623,40
1729289505.943208,39
1729289505.9454207,40
1729289505.9483347,39
1729289505.950581,40
1729289505.952767,39
1729289505.9549537,39
1729289505.9571812,39
1729289505.9593897,39
1729289505.9615912,39
1729289505.9638014,39
1729289505.9660928,38
1729289505.9683325,38
1729289505.9705362,38
1729289505.9727178,38
1729289505.9748924,38
1729289505.9770348,38
1729289505.9791582,38
1729289505.9816678,38
1729289505.9839113,37
1729289505.9861135,37
1729289505.9882822,37
1729289505.9904275,37
1729289505.9925687,37
1729289505.9946802,37
1729289505.996994,37
1729289505.9996083,37
1729289506.0020933,37
1729289506.0044572,37
1729289506.0066228,36
1729289506.0087812,37
1729289506.010955,37
1729289506.013156,37
1729289506.0157263,37
1729289506.0178802,37
1729289506.0199678,37
1729289506.0220335,37
1729289506.024109,37
1729289506.0261974,37
1729289506.0283287,37
1729289506.031139,37
1729289506.0333512,37
1729289506.0354798,37
1729289506.0376298,36
1729289506.0397801,36
1729289506.0419238,36
1729289506.0441203,36
1729289506.0463285,36
1729289506.04886,36
1729289506.0510836,36
1729289506.0532277,36
1729289506.055386,36
1729289506.057539,36
1729289506.0598528,36
1729289506.0620286,36
1729289506.0643685,36
1729289506.06655,36
1729289506.0687048,36
1729289506.0708613,36
1729289506.0730066,36
1729289506.0751872,36
1729289506.0773695,36
1729289506.0794983,36
1729289506.081974,36
1729289506.0841413,36
1729289506.0862815,36
1729289506.088409,36
1729289506.0905948,36
1729289506.0927534,36
1729289506.0949228,36
1729289506.097198,36
1729289506.099339,36
1729289506.1014714,36
1729289506.10361,36
1729289506.1058054,36
1729289506.1079626,36
1729289506.1101167,36
1729289506.1122794,36
1729289506.1145852,36
1729289506.1168563,36
1729289506.118994,36
1729289506.1211638,35
1729289506.1233037,36
1729289506.1254442,36
1729289506.1276128,36
1729289506.1297717,36
1729289506.1323736,35
1729289506.1346023,35
1729289506.13676,36
1729289506.1389182,36
1729289506.1410506,36
1729289506.1431808,36
1729289506.145383,36
1729289506.1513357,36
1729289506.1534832,36
1729289506.155641,36
1729289506.157874,36
1729289506.1602209,36
1729289506.1626189,37
1729289506.1652334,36
1729289506.1674585,36
1729289506.1696298,36
1729289506.1717663,36
1729289506.1739073,36
1729289506.1760573,36
1729289506.1782603,36
1729289506.1804998,36
1729289506.1831274,36
1729289506.1853275,37
1729289506.1874876,36
1729289506.1896267,35
1729289506.191775,36
1729289506.1939743,36
1729289506.1961715,36
1729289506.1983066,36
1729289506.2005086,36
1729289506.202671,36
1729289506.2048483,36
1729289506.2070043,36
1729289506.2091749,36
1729289506.2113132,36
1729289506.2135572,36
1729289506.2157717,36
1729289506.2179117,36
1729289506.220254,36
1729289506.2223642,36
1729289506.224528,36
1729289506.226712,36
1729289506.2288709,36
1729289506.2314172,36
1729289506.233578,36
1729289506.2357142,36
1729289506.2378533,36
1729289506.240031,36
1729289506.2421505,36
1729289506.2443175,36
1729289506.2468069,36
1729289506.2490513,36
1729289506.2512136,36
1729289506.2533357,36
1729289506.2554822,36
1729289506.257605,36
1729289506.2597556,36
1729289506.2619114,36
1729289506.2640796,36
1729289506.266253,36
1729289506.2684171,36
1729289506.2705588,36
1729289506.2736933,36
1729289506.2759871,36
1729289506.278163,36
1729289506.2807376,36
1729289506.2832932,36
1729289506.2854533,36
1729289506.2879786,36
1729289506.2903316,36
1729289506.2926147,36
1729289506.2948065,35
1729289506.2970839,36
1729289506.2992709,36
1729289506.3015184,36
1729289506.3036668,36
1729289506.3058467,36
1729289506.3080242,36
1729289506.310364,36
1729289506.312498,36
1729289506.3147497,36
1729289506.3169186,36
1729289506.3190625,36
1729289506.3216307,36
1729289506.3241825,36
1729289506.3263552,36
1729289506.328468,36
1729289506.3305848,36
1729289506.3328373,36
1729289506.3350315,36
1729289506.3372405,36
1729289506.3394518,37
1729289506.341765,36
1729289506.343897,36
1729289506.3460226,36
1729289506.3482742,36
1729289506.3505223,36
1729289506.3530712,36
1729289506.3552895,36
1729289506.3576124,36
1729289506.3597622,36
1729289506.3619576,36
1729289506.3644407,36
1729289506.3666525,36
1729289506.3688452,36
1729289506.3710134,36
1729289506.3733773,36
1729289506.3756042,36
1729289506.3777757,36
1729289506.380217,36
1729289506.3828979,36
1729289506.3850985,36
1729289506.3876202,36
1729289506.3898857,35
1729289506.3947964,36
1729289506.3974428,36
1729289506.3998687,36
1729289506.402081,36
1729289506.4042819,36
1729289506.4069605,35
1729289506.4091444,36
1729289506.4114304,36
1729289506.4136174,35
1729289506.4159336,35
1729289506.418159,35
1729289506.4203434,35
1729289506.422514,35
1729289506.424675,35
1729289506.426838,36
1729289506.4290385,36
1729289506.4312372,35
1729289506.4334593,35
1729289506.435669,35
1729289506.4378526,35
1729289506.4400334,35
1729289506.442213,36
1729289506.4444613,36
1729289506.4466171,35
1729289506.4489205,36
1729289506.4511366,36
1729289506.4533186,36
1729289506.4554856,36
1729289506.4576802,36
1729289506.4600384,35
1729289506.4622793,36
1729289506.4647284,36
1729289506.46702,36
1729289506.4692059,35
1729289506.4713962,35
1729289506.4736557,35
1729289506.4759088,36
1729289506.4782965,36
1729289506.4808836,35
1729289506.4833517,35
1729289506.485551,36
1729289506.4880366,36
1729289506.4902966,36
1729289506.4924667,36
1729289506.4946303,36
1729289506.4969938,36
1729289506.4992194,36
1729289506.5014157,36
1729289506.5035837,36
1729289506.5057743,36
1729289506.508412,36
1729289506.5110435,36
1729289506.5165782,36
1729289506.5187728,36
1729289506.520958,36
1729289506.5231447,36
1729289506.5253341,36
1729289506.5275385,36
1729289506.529738,36
1729289506.531903,36
1729289506.5340416,36
1729289506.5361812,36
1729289506.5383859,36
1729289506.540605,36
1729289506.542759,36
1729289506.5449193,36
1729289506.547475,36
1729289506.549681,36
1729289506.551869,36
1729289506.5541267,36
1729289506.5563054,36
1729289506.5588453,36
1729289506.5610328,35
1729289506.5631714,35
1729289506.5653312,35
1729289506.5679317,36
1729289506.5703526,36
1729289506.5731087,36
1729289506.5752769,35
1729289506.5774958,35
1729289506.579846,35
1729289506.582384,36
1729289506.5845838,36
1729289506.586771,36
1729289506.5892994,36
1729289506.5915306,36
1729289506.593996,36
1729289506.5961952,36
1729289506.598816,35
1729289506.601036,36
1729289506.6032884,36
1729289506.6055834,36
1729289506.6078575,35
1729289506.610013,36
1729289506.612232,36
1729289506.614389,36
1729289506.6166072,36
1729289506.619301,35
1729289506.6215572,35
1729289506.6237435,36
1729289506.6259077,35
1729289506.628188,36
1729289506.631729,35
1729289506.6339722,36
1729289506.6362011,35
1729289506.63842,35
1729289506.6406262,36
1729289506.6428828,36
1729289506.645163,35
1729289506.647411,36
1729289506.6496482,36
1729289506.6518896,36
1729289506.654615,36
1729289506.6568396,36
1729289506.659001,36
1729289506.661584,36
1729289506.6640546,36
1729289506.6665425,36
1729289506.6687715,35
1729289506.6709313,36
1729289506.6731334,36
1729289506.675289,36
1729289506.6774957,36
1729289506.6796563,36
1729289506.6820552,36
1729289506.6842816,36
1729289506.686471,36
1729289506.6886582,36
1729289506.6908004,36
1729289506.6929853,36
1729289506.695199,36
1729289506.6974006,36
1729289506.6995897,36
1729289506.7019107,36
1729289506.704211,36
1729289506.7063918,36
1729289506.7091873,36
1729289506.7114005,36
1729289506.7135394,36
1729289506.715729,36
1729289506.7179346,36
1729289506.7201579,36
1729289506.7227252,36
1729289506.7249434,36
1729289506.7271245,37
1729289506.7297604,36
1729289506.7319593,36
1729289506.7342372,36
1729289506.7364838,36
1729289506.7386494,36
1729289506.740818,36
1729289506.7430136,36
1729289506.7455428,36
